DebtIncomeRatio,Income,PaymentHistory,Assets,Age,FutureIncome,Reliability,BankLoan
Low,Medium,Acceptable,High,Between16and25,Promising,Unreliable,Negative
High,Medium,Unacceptable,High,Between16and25,Not_promising,Unreliable,Negative
Low,Low,Unacceptable,Low,Over65,Not_promising,Reliable,Negative
Low,Low,Acceptable,High,Between26and64,Promising,Reliable,Positive
Low,Low,Unacceptable,Low,Between16and25,Not_promising,Unreliable,Positive
High,High,Unacceptable,Medium,Between16and25,Promising,Unreliable,Positive
High,High,Unacceptable,High,Between26and64,Promising,Reliable,Positive
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Positive
Low,Low,Acceptable,Medium,Between16and25,Not_promising,Unreliable,Negative
High,Medium,Unacceptable,Medium,Between26and64,Promising,Reliable,Positive
High,Low,Unacceptable,Medium,Between16and25,Promising,Unreliable,Positive
High,Medium,Unacceptable,High,Between16and25,Promising,Reliable,Positive
Low,High,Acceptable,High,Between26and64,Promising,Reliable,Positive
High,Low,Unacceptable,Low,Between26and64,Not_promising,Reliable,Positive
High,High,Unacceptable,High,Between16and25,Promising,Unreliable,Negative
Low,Medium,Acceptable,High,Between16and25,Promising,Reliable,Positive
High,Low,Unacceptable,Low,Between16and25,Not_promising,Reliable,Positive
High,High,Acceptable,High,Over65,Promising,Reliable,Negative
High,High,Acceptable,Medium,Between26and64,Promising,Reliable,Positive
Low,High,Excellent,Medium,Over65,Not_promising,Unreliable,Negative
Low,Medium,Excellent,Medium,Over65,Not_promising,Reliable,Positive
Low,High,Acceptable,High,Between26and64,Promising,Reliable,Positive
High,Low,Acceptable,Low,Between16and25,Not_promising,Unreliable,Negative
High,High,Excellent,High,Between16and25,Promising,Unreliable,Negative
Low,Medium,Acceptable,Medium,Over65,Not_promising,Reliable,Positive
Low,Medium,Excellent,High,Over65,Not_promising,Reliable,Positive
Low,Low,Acceptable,Low,Between16and25,Promising,Unreliable,Negative
High,Medium,Unacceptable,High,Between16and25,Not_promising,Reliable,Positive
High,Low,Acceptable,Low,Between16and25,Promising,Reliable,Negative
Low,Medium,Excellent,High,Between26and64,Promising,Reliable,Positive
Low,High,Acceptable,High,Between16and25,Promising,Reliable,Positive
High,Medium,Unacceptable,Medium,Between16and25,Not_promising,Reliable,Positive
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Positive
High,Medium,Unacceptable,Medium,Between16and25,Promising,Unreliable,Positive
Low,High,Unacceptable,High,Between16and25,Promising,Reliable,Positive
High,High,Excellent,High,Over65,Promising,Reliable,Negative
High,Medium,Acceptable,Low,Between26and64,Not_promising,Reliable,Negative
High,Medium,Excellent,Medium,Over65,Not_promising,Reliable,Negative
High,Low,Unacceptable,Low,Between26and64,Not_promising,Reliable,Positive
High,Medium,Acceptable,High,Between26and64,Promising,Reliable,Negative
Low,Medium,Excellent,Medium,Between16and25,Promising,Reliable,Positive
High,High,Excellent,High,Over65,Promising,Reliable,Positive
Low,Medium,Acceptable,Medium,Between16and25,Not_promising,Reliable,Negative
High,High,Acceptable,High,Over65,Promising,Reliable,Positive
Low,High,Excellent,High,Over65,Not_promising,Reliable,Positive
High,High,Unacceptable,High,Over65,Not_promising,Reliable,Positive
Low,High,Unacceptable,Medium,Between16and25,Promising,Reliable,Negative
High,Low,Acceptable,Low,Between26and64,Not_promising,Unreliable,Negative
Low,Medium,Excellent,Medium,Between26and64,Promising,Reliable,Negative
High,Low,Unacceptable,Medium,Over65,Promising,Reliable,Positive
Low,High,Excellent,High,Over65,Promising,Reliable,Positive
Low,High,Unacceptable,Medium,Between16and25,Not_promising,Reliable,Negative
Low,Low,Acceptable,Low,Between26and64,Not_promising,Reliable,Positive
Low,Medium,Excellent,Medium,Over65,Not_promising,Reliable,Negative
High,Medium,Unacceptable,Low,Between26and64,Not_promising,Reliable,Positive
Low,Low,Excellent,Low,Over65,Not_promising,Unreliable,Positive
High,Low,Acceptable,Low,Between16and25,Not_promising,Reliable,Positive
High,High,Unacceptable,High,Between16and25,Promising,Unreliable,Positive
Low,Medium,Unacceptable,High,Between16and25,Promising,Reliable,Positive
High,Medium,Acceptable,Medium,Between16and25,Promising,Reliable,Negative
Low,Low,Excellent,Low,Between16and25,Not_promising,Reliable,Negative
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Negative
Low,Medium,Excellent,High,Over65,Not_promising,Reliable,Positive
High,High,Unacceptable,High,Between16and25,Promising,Reliable,Positive
High,High,Unacceptable,High,Between16and25,Promising,Unreliable,Negative
High,Medium,Unacceptable,Low,Between16and25,Promising,Reliable,Positive
Low,Low,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
High,High,Acceptable,High,Over65,Not_promising,Reliable,Negative
Low,Low,Excellent,Medium,Between26and64,Not_promising,Reliable,Positive
High,High,Acceptable,High,Between26and64,Promising,Reliable,Positive
High,Low,Excellent,High,Over65,Not_promising,Reliable,Negative
High,Medium,Acceptable,Low,Over65,Not_promising,Reliable,Positive
Low,High,Excellent,High,Over65,Promising,Reliable,Positive
High,High,Excellent,Medium,Over65,Promising,Reliable,Negative
High,High,Acceptable,High,Between26and64,Not_promising,Reliable,Negative
High,Medium,Acceptable,Medium,Between26and64,Promising,Reliable,Positive
Low,Low,Acceptable,Low,Between26and64,Not_promising,Reliable,Positive
Low,Low,Excellent,Low,Between26and64,Not_promising,Reliable,Negative
Low,High,Excellent,High,Between26and64,Promising,Reliable,Positive
High,High,Unacceptable,High,Between16and25,Not_promising,Reliable,Positive
Low,Medium,Excellent,Low,Over65,Not_promising,Reliable,Negative
High,Medium,Unacceptable,Medium,Between16and25,Not_promising,Reliable,Positive
High,Medium,Unacceptable,High,Between16and25,Promising,Reliable,Positive
High,Low,Acceptable,Low,Between26and64,Not_promising,Reliable,Positive
Low,Medium,Unacceptable,Low,Over65,Not_promising,Reliable,Negative
Low,High,Excellent,High,Between16and25,Promising,Unreliable,Negative
Low,Low,Excellent,Medium,Over65,Promising,Reliable,Negative
High,Medium,Acceptable,Low,Over65,Promising,Reliable,Positive
Low,Low,Acceptable,Low,Between16and25,Not_promising,Unreliable,Negative
High,Low,Unacceptable,High,Between26and64,Promising,Reliable,Positive
High,Medium,Acceptable,Medium,Between26and64,Not_promising,Unreliable,Negative
High,Low,Acceptable,Low,Between26and64,Not_promising,Unreliable,Negative
High,High,Unacceptable,High,Between26and64,Promising,Unreliable,Negative
High,Medium,Unacceptable,High,Over65,Promising,Reliable,Positive
Low,Medium,Acceptable,Medium,Over65,Not_promising,Unreliable,Positive
High,Low,Acceptable,Medium,Between16and25,Not_promising,Unreliable,Negative
High,Low,Acceptable,High,Between16and25,Promising,Unreliable,Positive
High,Medium,Acceptable,High,Over65,Promising,Unreliable,Negative
Low,High,Acceptable,High,Over65,Promising,Unreliable,Negative
Low,Medium,Excellent,Medium,Between26and64,Promising,Reliable,Positive
Low,Medium,Excellent,Medium,Over65,Promising,Unreliable,Negative
Low,Medium,Excellent,High,Over65,Not_promising,Reliable,Positive
Low,Low,Excellent,High,Over65,Promising,Reliable,Positive
High,Low,Excellent,Low,Over65,Not_promising,Reliable,Negative
Low,Medium,Excellent,Medium,Over65,Promising,Reliable,Positive
Low,Medium,Acceptable,Medium,Between26and64,Promising,Reliable,Positive
Low,Medium,Acceptable,Low,Over65,Not_promising,Reliable,Negative
High,Medium,Unacceptable,Medium,Between26and64,Promising,Reliable,Negative
High,High,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
Low,Medium,Excellent,Medium,Over65,Not_promising,Reliable,Positive
High,High,Acceptable,High,Between16and25,Promising,Reliable,Positive
High,Medium,Unacceptable,Low,Between26and64,Not_promising,Unreliable,Negative
High,High,Unacceptable,High,Between26and64,Promising,Reliable,Positive
High,Low,Acceptable,Low,Over65,Not_promising,Unreliable,Negative
Low,High,Excellent,High,Over65,Promising,Reliable,Positive
Low,Medium,Excellent,High,Between26and64,Promising,Reliable,Positive
High,High,Unacceptable,High,Between16and25,Promising,Reliable,Positive
Low,Low,Excellent,High,Over65,Not_promising,Reliable,Positive
High,Medium,Unacceptable,High,Between26and64,Promising,Reliable,Negative
Low,High,Acceptable,High,Between26and64,Not_promising,Reliable,Positive
High,Medium,Acceptable,High,Between16and25,Promising,Unreliable,Positive
Low,Medium,Excellent,High,Over65,Not_promising,Reliable,Positive
Low,Medium,Acceptable,Medium,Over65,Not_promising,Reliable,Positive
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Positive
Low,Medium,Unacceptable,Medium,Between26and64,Not_promising,Unreliable,Positive
High,Low,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
High,High,Excellent,High,Over65,Promising,Reliable,Positive
High,Medium,Unacceptable,High,Between16and25,Not_promising,Unreliable,Positive
High,Medium,Acceptable,Medium,Over65,Promising,Reliable,Negative
High,Low,Acceptable,Low,Between26and64,Not_promising,Unreliable,Negative
High,High,Unacceptable,High,Between26and64,Promising,Unreliable,Negative
High,Low,Unacceptable,Medium,Between16and25,Promising,Reliable,Negative
Low,Low,Acceptable,Low,Over65,Not_promising,Reliable,Positive
Low,Medium,Acceptable,Medium,Between26and64,Promising,Reliable,Negative
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Positive
High,High,Acceptable,High,Between16and25,Promising,Unreliable,Negative
High,Low,Unacceptable,Low,Between16and25,Not_promising,Unreliable,Negative
Low,Low,Unacceptable,Low,Between26and64,Not_promising,Unreliable,Negative
High,High,Acceptable,Medium,Between26and64,Not_promising,Reliable,Negative
Low,Low,Acceptable,Low,Over65,Not_promising,Reliable,Negative
High,High,Acceptable,High,Between16and25,Promising,Reliable,Negative
Low,High,Acceptable,High,Between16and25,Promising,Reliable,Positive
High,Medium,Acceptable,Medium,Over65,Promising,Unreliable,Positive
Low,Low,Acceptable,Low,Over65,Not_promising,Reliable,Positive
High,Low,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
Low,High,Excellent,Medium,Over65,Promising,Unreliable,Positive
High,High,Unacceptable,Medium,Over65,Not_promising,Reliable,Negative
High,High,Excellent,High,Between16and25,Promising,Reliable,Negative
Low,High,Excellent,High,Over65,Promising,Reliable,Positive
High,Low,Unacceptable,Low,Between26and64,Not_promising,Unreliable,Negative
Low,Medium,Acceptable,High,Between26and64,Promising,Unreliable,Positive
Low,High,Excellent,High,Over65,Promising,Reliable,Positive
High,Low,Unacceptable,Medium,Between16and25,Not_promising,Reliable,Negative
High,High,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
Low,Medium,Acceptable,High,Over65,Promising,Reliable,Positive
Low,Low,Excellent,Medium,Over65,Promising,Reliable,Positive
High,Medium,Unacceptable,High,Between16and25,Promising,Reliable,Negative
High,High,Unacceptable,High,Between16and25,Promising,Reliable,Positive
Low,High,Excellent,High,Between26and64,Promising,Reliable,Positive
Low,Low,Acceptable,High,Between16and25,Not_promising,Reliable,Positive
High,Low,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
High,High,Unacceptable,High,Between16and25,Promising,Unreliable,Positive
Low,High,Excellent,High,Over65,Promising,Reliable,Positive
High,Medium,Unacceptable,High,Between26and64,Promising,Reliable,Positive
Low,Medium,Excellent,High,Over65,Promising,Reliable,Positive
High,High,Excellent,Low,Between26and64,Not_promising,Reliable,Negative
Low,High,Excellent,High,Over65,Promising,Reliable,Negative
Low,Low,Acceptable,Medium,Between16and25,Not_promising,Reliable,Negative
Low,Medium,Excellent,Medium,Between26and64,Not_promising,Reliable,Positive
High,High,Unacceptable,Medium,Between16and25,Promising,Unreliable,Positive
High,High,Unacceptable,High,Between16and25,Promising,Unreliable,Negative
Low,High,Excellent,High,Over65,Promising,Reliable,Positive
High,High,Acceptable,High,Over65,Not_promising,Reliable,Negative
High,High,Excellent,High,Between16and25,Promising,Reliable,Negative
Low,High,Excellent,High,Between26and64,Promising,Reliable,Positive
Low,Low,Excellent,Low,Between26and64,Not_promising,Reliable,Positive
High,Medium,Unacceptable,Low,Between26and64,Not_promising,Unreliable,Negative
High,High,Unacceptable,High,Over65,Not_promising,Reliable,Negative
Low,High,Acceptable,High,Over65,Not_promising,Reliable,Negative
High,Medium,Acceptable,Low,Between26and64,Not_promising,Unreliable,Negative
Low,Low,Excellent,Low,Between26and64,Not_promising,Unreliable,Negative
High,Low,Acceptable,Medium,Between16and25,Promising,Unreliable,Negative
Low,High,Excellent,Low,Between16and25,Not_promising,Unreliable,Negative
High,Low,Unacceptable,Low,Between16and25,Promising,Unreliable,Negative
Low,High,Excellent,High,Between26and64,Promising,Reliable,Positive
High,Low,Unacceptable,Medium,Between16and25,Promising,Unreliable,Positive
High,High,Acceptable,High,Between16and25,Promising,Reliable,Negative
Low,Medium,Excellent,Medium,Over65,Promising,Reliable,Positive
High,Low,Acceptable,Medium,Between16and25,Promising,Unreliable,Negative
High,Medium,Unacceptable,Medium,Between26and64,Not_promising,Unreliable,Negative
Low,Medium,Acceptable,Low,Between26and64,Not_promising,Reliable,Negative
High,High,Unacceptable,High,Between16and25,Promising,Unreliable,Positive
High,Low,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
Low,Medium,Excellent,Medium,Between26and64,Not_promising,Reliable,Positive
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Positive
Low,Low,Excellent,Medium,Between26and64,Not_promising,Reliable,Negative
High,Low,Unacceptable,Low,Between16and25,Promising,Unreliable,Negative
High,High,Unacceptable,High,Between26and64,Promising,Unreliable,Negative
High,Low,Unacceptable,Low,Over65,Not_promising,Unreliable,Negative
Low,High,Excellent,Low,Between16and25,Promising,Reliable,Positive
High,Medium,Excellent,Medium,Between26and64,Not_promising,Reliable,Positive
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Positive
Low,High,Acceptable,High,Between16and25,Not_promising,Unreliable,Positive
High,Medium,Unacceptable,Medium,Between26and64,Not_promising,Unreliable,Negative
High,High,Unacceptable,Low,Between16and25,Promising,Reliable,Positive
High,Low,Unacceptable,Low,Between16and25,Not_promising,Unreliable,Negative
Low,High,Unacceptable,High,Between16and25,Promising,Unreliable,Positive
Low,High,Excellent,Low,Between16and25,Not_promising,Unreliable,Negative
High,Medium,Unacceptable,High,Between26and64,Promising,Reliable,Positive
Low,High,Excellent,High,Over65,Not_promising,Reliable,Positive
High,High,Acceptable,High,Between26and64,Promising,Unreliable,Positive
High,High,Unacceptable,Low,Between26and64,Not_promising,Reliable,Positive
High,Low,Acceptable,Medium,Between26and64,Not_promising,Unreliable,Negative
High,Low,Excellent,Low,Over65,Not_promising,Reliable,Negative
Low,High,Unacceptable,Medium,Between26and64,Not_promising,Unreliable,Negative
Low,Medium,Acceptable,Medium,Over65,Promising,Unreliable,Negative
High,Low,Unacceptable,Low,Between26and64,Not_promising,Unreliable,Negative
High,Medium,Unacceptable,Medium,Between16and25,Not_promising,Unreliable,Negative
Low,Low,Excellent,Low,Between26and64,Not_promising,Reliable,Positive
High,Medium,Unacceptable,Low,Between16and25,Promising,Reliable,Positive
High,High,Unacceptable,High,Between26and64,Promising,Reliable,Negative
High,Medium,Unacceptable,Medium,Between16and25,Not_promising,Reliable,Positive
Low,High,Excellent,High,Over65,Promising,Reliable,Negative
Low,High,Excellent,High,Between26and64,Promising,Reliable,Negative
Low,Medium,Excellent,Medium,Over65,Promising,Reliable,Positive
Low,Medium,Acceptable,Medium,Between16and25,Not_promising,Reliable,Negative
High,Medium,Unacceptable,Medium,Between16and25,Not_promising,Reliable,Negative
High,Low,Acceptable,Low,Over65,Not_promising,Reliable,Negative
Low,Low,Excellent,Low,Over65,Not_promising,Reliable,Positive
High,Medium,Acceptable,High,Between26and64,Promising,Reliable,Negative
High,Medium,Acceptable,Medium,Between26and64,Not_promising,Unreliable,Negative
High,High,Acceptable,High,Between26and64,Promising,Unreliable,Positive
High,High,Unacceptable,Low,Between16and25,Not_promising,Reliable,Negative
High,High,Unacceptable,High,Between16and25,Promising,Unreliable,Negative
Low,Medium,Excellent,High,Between26and64,Promising,Reliable,Positive
High,Low,Unacceptable,Low,Over65,Not_promising,Unreliable,Negative
Low,Medium,Excellent,Medium,Between16and25,Not_promising,Reliable,Positive
High,Medium,Unacceptable,Medium,Between16and25,Not_promising,Unreliable,Negative
